"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Date entered ""Deprecated (BD) (Chain Integration)""","hs_v2_date_entered_214299826","datetime","The date and time when the deal entered the 'Deprecated (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Rejected by us (BD) (Chain Integration)""","hs_v2_date_entered_214299827","datetime","The date and time when the deal entered the 'Rejected by us (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Rejected by Chain (BD) (Chain Integration)""","hs_v2_date_entered_214299828","datetime","The date and time when the deal entered the 'Rejected by Chain (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Date entered ""Contract Sent (Legal) (Chain Integration)""","hs_v2_date_entered_215288220","datetime","The date and time when the deal entered the 'Contract Sent (Legal)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.08%","",""
"Date entered ""Discovery (Studio User)""","hs_v2_date_entered_239256614","datetime","The date and time when the deal entered the 'Discovery' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.41%","",""
"Date entered ""Active User (Studio User)""","hs_v2_date_entered_239256617","datetime","The date and time when the deal entered the 'Active User' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","4.94%","",""
"Date entered ""Committed (Studio User)""","hs_v2_date_entered_239256618","datetime","The date and time when the deal entered the 'Committed' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","93.68%","",""
"Date entered ""Not Interested (Studio User)""","hs_v2_date_entered_239256619","datetime","The date and time when the deal entered the 'Not Interested' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Date entered ""Reached Out (BD) (RaaS Partnerships)""","hs_v2_date_entered_239484765","datetime","The date and time when the deal entered the 'Reached Out (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Discovery Complete (BD) (RaaS Partnerships)""","hs_v2_date_entered_239484766","datetime","The date and time when the deal entered the 'Discovery Complete (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Negotiating Commercials (BD) (RaaS Partnerships)""","hs_v2_date_entered_239484767","datetime","The date and time when the deal entered the 'Negotiating Commercials (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Contract Draft Sent (BD) (RaaS Partnerships)""","hs_v2_date_entered_239484768","datetime","The date and time when the deal entered the 'Contract Draft Sent (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Contract Signed (Legal) (RaaS Partnerships)""","hs_v2_date_entered_239484769","datetime","The date and time when the deal entered the 'Contract Signed (Legal)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Active Partnership (RaaS Partnerships)""","hs_v2_date_entered_239484770","datetime","The date and time when the deal entered the 'Active Partnership' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Closed Lost (RaaS Partnerships)""","hs_v2_date_entered_239484771","datetime","The date and time when the deal entered the 'Closed Lost' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""[BD] Needs Checking ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_date_entered_243828789","datetime","The date and time when the deal entered the '[BD] Needs Checking' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Date entered ""[BD] Churn Risk ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_date_entered_243828790","datetime","The date and time when the deal entered the '[BD] Churn Risk' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Inbounddb lists (1)","0.02%","",""
"Date entered ""[BD] Reached Out  ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_date_entered_243828791","datetime","The date and time when the deal entered the '[BD] Reached Out ' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Date entered ""[BD, SolEng, DevRel] Needs Attention ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_date_entered_243828792","datetime","The date and time when the deal entered the '[BD, SolEng, DevRel] Needs Attention' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Date entered ""[Admin] Housekeeping  ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_date_entered_243828793","datetime","The date and time when the deal entered the '[Admin] Housekeeping ' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","1.44%","",""
"Date entered ""[BD] Customer Happy ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_date_entered_243828794","datetime","The date and time when the deal entered the '[BD] Customer Happy' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Date entered ""Closed Lost ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_date_entered_243828795","datetime","The date and time when the deal entered the 'Closed Lost' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Date entered ""Prospecting ([On hold] Indexer Acquisition)""","hs_v2_date_entered_250613655","datetime","The date and time when the deal entered the 'Prospecting' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Qualified ([On hold] Indexer Acquisition)""","hs_v2_date_entered_250613656","datetime","The date and time when the deal entered the 'Qualified' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Communication Established ([On hold] Indexer Acquisition)""","hs_v2_date_entered_250613657","datetime","The date and time when the deal entered the 'Communication Established' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Confirmation Received ([On hold] Indexer Acquisition)""","hs_v2_date_entered_250613658","datetime","The date and time when the deal entered the 'Confirmation Received' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Onboarding ([On hold] Indexer Acquisition)""","hs_v2_date_entered_250613659","datetime","The date and time when the deal entered the 'Onboarding' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Closed Won (First Query Served) ([On hold] Indexer Acquisition)""","hs_v2_date_entered_250613660","datetime","The date and time when the deal entered the 'Closed Won (First Query Served)' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Closed Lost / Below Par ([On hold] Indexer Acquisition)""","hs_v2_date_entered_250613661","datetime","The date and time when the deal entered the 'Closed Lost / Below Par' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Not Contacted ([On hold] Indexer Relations)""","hs_v2_date_entered_250788236","datetime","The date and time when the deal entered the 'Not Contacted' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Intro Received ([On hold] Indexer Relations)""","hs_v2_date_entered_250788237","datetime","The date and time when the deal entered the 'Intro Received' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Relationship Established ([On hold] Indexer Relations)""","hs_v2_date_entered_250788238","datetime","The date and time when the deal entered the 'Relationship Established' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Insights Shared ([On hold] Indexer Relations)""","hs_v2_date_entered_250788239","datetime","The date and time when the deal entered the 'Insights Shared' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Needs Attention ([On hold] Indexer Relations)""","hs_v2_date_entered_250788240","datetime","The date and time when the deal entered the 'Needs Attention' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Closed Won / Optimized ([On hold] Indexer Relations)""","hs_v2_date_entered_250788241","datetime","The date and time when the deal entered the 'Closed Won / Optimized' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Closed Lost / Churned ([On hold] Indexer Relations)""","hs_v2_date_entered_250788242","datetime","The date and time when the deal entered the 'Closed Lost / Churned' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Ideation (Hackathons)""","hs_v2_date_entered_252470185","datetime","The date and time when the deal entered the 'Ideation' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Planning (Hackathons)""","hs_v2_date_entered_252470186","datetime","The date and time when the deal entered the 'Planning' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Scheduling complete (Hackathons)""","hs_v2_date_entered_252470187","datetime","The date and time when the deal entered the 'Scheduling complete' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Judging complete (Hackathons)""","hs_v2_date_entered_252470188","datetime","The date and time when the deal entered the 'Judging complete' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Hackathon complete (Hackathons)""","hs_v2_date_entered_252470189","datetime","The date and time when the deal entered the 'Hackathon complete' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Closed Won (Hackathons)""","hs_v2_date_entered_252470190","datetime","The date and time when the deal entered the 'Closed Won' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Closed Lost (Hackathons)""","hs_v2_date_entered_252470191","datetime","The date and time when the deal entered the 'Closed Lost' stage, 'Hackathons' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Qualified (Studio User)""","hs_v2_date_entered_266635592","datetime","The date and time when the deal entered the 'Qualified' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","94.07%","",""
"Date entered ""DIPs Candidate (DIPs)""","hs_v2_date_entered_268585556","datetime","The date and time when the deal entered the 'DIPs Candidate' stage, 'DIPs' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
